Summary_Sentence,Country_A,Country_B,Country_Pair
"Since the year 2013 the political relations have become strained due to a number of conflicts and incidents, the most prominent being the annexation of Crimea in 2014, the shooting down of MH17 in 2014 that killed 193 Dutch nationals, and the war in Donbass.",Netherlands,Russia,Netherlands_Russia
"In October 2018, the Russian Ambassador to the Netherlands was summoned to the Ministry of Foreign Affairs as the Dutch accused four Russians with diplomatic passports for attempting to carry out a cyber-attack in April on the headquarters of Organisation for the Prohibition of Chemical Weapons in The Hague.",Netherlands,Russia,Netherlands_Russia
"Ank Bijleveld told Dutch broadcaster NPO that the Netherlands is in a state of ""cyberwar"" with Russia.",Netherlands,Russia,Netherlands_Russia
"Moscow denied the accusations saying there were no real proofs and this was just a part of a ""staged propaganda campaign against Russia.""",Netherlands,Russia,Netherlands_Russia
"China and Zimbabwe have had a close, but chequered, relationship since the latter's independence.",China,Zimbabwe,China_Zimbabwe
"Croatia–Russia relations (Russian: Российско-хорватские отношения, Croatian: Rusko-hrvatski odnosi) refer to bilateral foreign relations between Croatia and Russia.",Croatia,Russia,Croatia_Russia
The countries established diplomatic relations on 25 May 1992.,Croatia,Russia,Croatia_Russia
"Croatia has an embassy in Moscow and honorary consulates in Kaliningrad, Novosibirsk, and Sochi.",Croatia,Russia,Croatia_Russia
Russia has an embassy in Zagreb and honorary consulates in Pula and Split.,Croatia,Russia,Croatia_Russia
"While geographically not close, Croatia and Russia are both Slavic countries and thus share cultural heritage.",Croatia,Russia,Croatia_Russia
Both countries are full members of the Council of Europe and the Organization for Security and Co-operation in Europe.,Croatia,Russia,Croatia_Russia
"Croatia is a popular tourist destination with Russian travelers in spite of a drastic drop in the numbers after 2014 following the Ukrainian crisis that caused political tension between Russia and the EU, to which Croatia had acceded in 2013.",Croatia,Russia,Croatia_Russia
"At the end of 2016, Russian experts were cited as judging Russian–Croatian relations to be ""cold"".",Croatia,Russia,Croatia_Russia
"The Republic of Kiribati and the People's Republic of China (PRC) established diplomatic relations on June 25, 1980 and resumed on September 27, 2019.",China,Kiribati,China_Kiribati
"Between 2003 and 2019, The government of Kiribati recognized the Republic of China, and, in accordance with the ""One China"" policy, the People's Republic of China did not have diplomatic relations to the country.",China,Kiribati,China_Kiribati
"The relations between India and Mongolia (Mongolian: Монгол, Энэтхэгийн харилцаа) are still at a nascent stage and Indo-Mongolian cooperation is limited to diplomatic visits, provision of soft loans and financial aid and the collaborations in the IT sector.",India,Mongolia,India_Mongolia
India established diplomatic relations in December 1955.,India,Mongolia,India_Mongolia
 India was the first country outside the Eastern Bloc to establish diplomatic relations with Mongolia.,India,Mongolia,India_Mongolia
" Since then, there have been treaties of mutual friendship and cooperation between the two countries in 1973, 1994, 2001 and 2004.",India,Mongolia,India_Mongolia
Mongolia supports India's candidature as a permanent member of the United Nations Security Council while India supported the inclusion of Mongolia as a full member of the Non-Aligned Movement.,India,Mongolia,India_Mongolia
"According to a 2010 Gallup poll, 26% of Mongolians approve of Indian leadership, with 9% disapproving and 66% uncertain.",India,Mongolia,India_Mongolia
"In December 2016, Mongolia asked for financial help from India after the country's border with China was blocked.",India,Mongolia,India_Mongolia
"Following Indian External affairs minister Sushma Swaraj's historic visit to Mongolia in April 2018, India & Mongolia decided to establish an air-corridor to boost bilateral trade.",India,Mongolia,India_Mongolia
It is also expected that construction of Mongolia's first ever oil refinery will commence in 2018 with technical & financial assistance from India.,India,Mongolia,India_Mongolia
From 1978 to 2008 there were no official relations between two countries.,Israel,Maldives,Israel_Maldives
"On 25 September 2009, Maldives restored diplomatic relations with Israel, 15 years after suspending them.",Israel,Maldives,Israel_Maldives
The first ambassador from Israel to Maldives was Abraham Darome.,Israel,Maldives,Israel_Maldives
Russia is represented in Nauru through its embassy in Canberra (Australia).,Nauru,Russia,Nauru_Russia
"Both countries share a special relationship, embedded in their shared history of colonial interactions for centuries.",Indonesia,Netherlands,Indonesia_Netherlands
"It began during the spice trade as the Netherlands established the Dutch East Indies Company (VOC) trading post in what is now Indonesia, before colonising it as the Dutch East Indies until the mid 20th century.",Indonesia,Netherlands,Indonesia_Netherlands
Indonesia was the largest former Dutch colony.,Indonesia,Netherlands,Indonesia_Netherlands
"In the early 21st century, the Dutch government has committed to boosting its relationship with Indonesia, noting that economic, political, and interpersonal contacts should be further strengthened.",Indonesia,Netherlands,Indonesia_Netherlands
The South Korea–Philippines relations (Korean: 대한민국-필리핀 공화국 관계; Hanja: 大韓民國-필리핀 共和國 關係; RR: Daehan Minguk-Pillipin Gonghwaguk Gwangye) (Filipino: Ugnayang Pilipinas at Timog Korea) refers to the bilateral relations of the Republic of Korea and the Republic of the Philippines.,Philippines,South Korea,Philippines_South Korea
South Korea has an embassy in Manila while the Philippines has an embassy in Seoul.,Philippines,South Korea,Philippines_South Korea
The relations between the two countries have been largely influenced by the contribution of Bangladesh forces as part of United Missions Peace Keeping mission in Sierra Leone.,Bangladesh,Sierra Leone,Bangladesh_Sierra Leone
China–Pakistan relations began in 1950 when Pakistan was among the first countries to end official diplomatic relations with the Republic of China (on Taiwan) and recognise the People's Republic of China (PRC) regime on Mainland China.,China,Pakistan,China_Pakistan
"Since then, both countries have placed considerable importance on the maintenance of an extremely close and supportive special relationship and the two countries have regularly exchanged high-level visits resulting in a variety of agreements.",China,Pakistan,China_Pakistan
"The PRC has provided economic, military, and technical assistance to Pakistan, and each country considers the other a close strategic ally.",China,Pakistan,China_Pakistan
Bilateral relations have evolved from an initial Chinese policy of neutrality to a partnership with a smaller but militarily powerful Pakistan.,China,Pakistan,China_Pakistan
