Summary,URL,Country_Pair
"Relations between Eritrea and Ethiopia are historically adversarial. Immediately after Eritrea's independence from Ethiopia in 1993, relations were cordial despite the former relationship. Since independence Eritrea's relationship with Ethiopia was entirely political, especially in the resuscitation and expansion of IGAD's scope. Since 1998 and the Eritrean–Ethiopian War, the relationship became increasingly hostile. Ties were reestablished on 9 July 2018 in the aftermath of a peace agreement.",https://en.wikipedia.org/wiki/Eritrea%E2%80%93Ethiopia_relations,Eritrea–Ethiopia relations
"Ethiopian–Turkish relations are foreign relations between Ethiopia and Turkey. 
Relations between the Ethiopian and Ottoman Empires were long contentious, the most notable expression being the Ethiopian–Adal War in the early 16th century, the Adal Sultanate serving as Ottoman proxy. Formal diplomatic relations were established in 1896, and non-resident ambassadors were accredited at this time. The Ottoman Empire opened a Consulate-General in Harar in 1910, followed by an Consulate in Addis Ababa in 1912 (after which the consulate in Harar was downgraded to an honorary consulate). In 1926, following the establishment of the Republic of Turkey, this consulate was upgraded to embassy status, Turkey's first in sub-Saharan Africa. In 1933 Ethiopia reciprocated, opening an embassy in Ankara. During the reign of Haile Selassie, relations were good, as both countries were members of the unofficial ""alliance of the periphery"". The Emperor visited Emperor visited Turkey twice, in 1967 and in 1971, and an Ethiopian consulate-general was opened in Istanbul. Relations soured during the Derg period, however, given difference in posture between the pro-Western Turkish government and the pro-Soviet Ethiopian government, and in 1984 Ethiopia closed its diplomatic missions in Turkey.
Relations improved in the 1990s and early 2000s, and on 21 April 2006 Ethiopia re-opened its embassy in Ankara. Today the relations between the two countries have been described as excellent, both politically and economically.Numerous Ministers of the Ethiopian government have made formal visits to Turkey, while Undersecretaries of the Turkish Ministry of Foreign Affairs and the Turkish Director General for Security, Dr. Turan Genc have likewise visited Ethiopia.In December 2008, Turkey sent a trade delegation to Ethiopia, which met with the Prime Minister, the Minister of Trade and Industry Girma Biru, and the President of the Oromia Region Abadula Gemeda, as well as visited Turkish-owned textiles factories in Ethiopia. A senior official of the Ministry of Foreign Affairs, who attended the discussion, expressed the hope that Turkey could share its experience and provide assistance to ongoing efforts to rehabilitate and extend its railway system.There are also two Ethiopian-Turkish athletes: Elvan Abeylegesse and Alemitu Bekele.",https://en.wikipedia.org/wiki/Ethiopia%E2%80%93Turkey_relations,Ethiopia–Turkey relations
Gabon – United States relations are bilateral relations between Gabon and the United States.,https://en.wikipedia.org/wiki/Gabon%E2%80%93United_States_relations,Gabon–United States relations
"Gabon–India relations refers to the international relations that exist between Gabon and India. Gabon maintains an embassy in New Delhi. The Embassy of India in Kinshasa, Democratic Republic of Congo is jointly accredited to Gabon. India also maintains an honorary consulate in Libreville.",https://en.wikipedia.org/wiki/Gabon%E2%80%93India_relations,Gabon–India relations
"China–Gabon relations refer to the foreign relations between China and Gabon. On April 20, 1974, China established diplomatic relations with Gabon.",https://en.wikipedia.org/wiki/China%E2%80%93Gabon_relations,China–Gabon relations
"Franco-Gabonese relations refer to the current and historical relations between France and Gabon - Relations have been characterized by ""an extreme case...of neo-colonialism"" of France's.",https://en.wikipedia.org/wiki/France%E2%80%93Gabon_relations,France–Gabon relations
Gabon–Spain relations are the bilateral and diplomatic relations between these two countries. Gabon has an embassy in Madrid and consulates in Barcelona and Bilbao. Spain has an embassy in Libreville.,https://en.wikipedia.org/wiki/Gabon%E2%80%93Spain_relations,Gabon–Spain relations
"The Gabon–Georgia relations are the bilateral relations between the Gabonese Republic, in West Africa, and Georgia, in the South Caucasus.",https://en.wikipedia.org/wiki/Gabon%E2%80%93Georgia_relations,Gabon–Georgia relations
"Malaysia–The Gambia relations (Malay: Hubungan Gambia–Malaysia; Jawi: هوبوڠن ڬمبيا–مليسيا) refers to bilateral foreign relations between the two countries, Malaysia and The Gambia. Malaysian embassy in Dakar, Senegal is accredited to The Gambia while Gambian embassy in Abu Dhabi, United Arab Emirates is accredited to Malaysia. The relations are friendly and warm.Both The Gambia and Malaysia are part of the Commonwealth of Nations and are members of the Organisation of Islamic Cooperation.",https://en.wikipedia.org/wiki/Gambia%E2%80%93Malaysia_relations,Gambia–Malaysia relations
"Gambia–Taiwan relations refers to the historical relationship between the Republic of the Gambia and Republic of China (ROC). Gambia officially recognized Taiwan in 1996 and the People's Republic of China ended recognition for Gambia. On 14 November 2013, Gambian President Yahya Jammeh announced the breaking of diplomatic ties with Taiwan. ROC President Ma Ying-jeou officially terminated ties with Gambia on 18 November 2013 as a response.",https://en.wikipedia.org/wiki/Gambia%E2%80%93Taiwan_relations,Gambia–Taiwan relations
"The Gambia–India relations refers to the international relations that exist between The Gambia and India. The Gambia maintains a High Commission in New Delhi. The Embassy of India in Dakar, Senegal is concurrently accredited to The Gambia, the only Anglophone country accredited to that mission. India also maintains an Honorary Consulate General in Banjul.",https://en.wikipedia.org/wiki/Gambia%E2%80%93India_relations,Gambia–India relations
"In 1996, The Gambia established diplomatic relations with the Republic of China. However, in 2013, The Gambia severed relations with the Republic of China, and recognized the People's Republic of China as the sole legitimate government of China. The People's Republic of China and Gambia established diplomatic relations in 2016.",https://en.wikipedia.org/wiki/China%E2%80%93Gambia_relations,China–Gambia relations
"Gambian–Russian relations (Russian: Российско-гамбийские отношения) are the bilateral relationship between the two countries, the Gambia and Russia. Both countries have established diplomatic relations on July 17, 1965.  Diplomatic relations were later established once again after the breakup of the Soviet Union.",https://en.wikipedia.org/wiki/Gambia%E2%80%93Russia_relations,Gambia–Russia relations
